X,Y,OBJECTID,SAMPLE_DAT,LATITUDE,LONGITUDE,DEPTH,Count_,NAME,HAB_ID,LOCATION,SAMPLE_ID,last_edited_date
-82.577900000198824,27.331599999851324,20322,2014-05-12T00:00:00.000Z,27.3316,-82.5779,0.5,0,Karenia brevis,HABW140512-801,Bay Dock (Sarasota Bay),81943227,2016-09-13T19:54:13.000Z
-82.579379999782248,27.333750000038343,20323,2014-05-12T00:00:00.000Z,27.33375,-82.57938,0.5,500,Karenia brevis,HABW140512-802,New Pass Dock (Sarasota Bay),81943228,2016-09-13T19:54:13.000Z
-82.632019999823953,27.373169999681835,20324,2014-05-12T00:00:00.000Z,27.37317,-82.63202,0.5,0,Karenia brevis,HABW140512-803,Longboat Key Beach,81943265,2016-09-13T19:54:13.000Z
-82.562440000447353,27.326820000238886,20325,2014-05-12T00:00:00.000Z,27.32682,-82.56244,0.5,0,Karenia brevis,HABW140512-804,Ringling Causeway,81943266,2016-09-13T19:54:13.000Z
-82.581709999660546,27.315609999706588,20326,2014-05-12T00:00:00.000Z,27.31561,-82.58171,0.5,0,Karenia brevis,HABW140512-805,North Lido Beach,81943267,2016-09-13T19:54:13.000Z
-82.57717999960029,27.31100000006256,20327,2014-05-12T00:00:00.000Z,27.311,-82.57718,0.5,0,Karenia brevis,HABW140512-806,Lido Beach Casino,81943268,2016-09-13T19:54:13.000Z
-82.567389999733848,27.298179999964642,20328,2014-05-12T00:00:00.000Z,27.29818,-82.56739,0.5,0,Karenia brevis,HABW140512-807,South Lido Park,81943269,2016-09-13T19:54:13.000Z
-82.553099999944379,27.26517999971302,20329,2014-05-12T00:00:00.000Z,27.26518,-82.5531,0.5,0,Karenia brevis,HABW140512-808,Siesta Beach,81943270,2016-09-13T19:54:13.000Z
-82.517109999707657,27.218430000217054,20330,2014-05-12T00:00:00.000Z,27.21843,-82.51711,0.5,0,Karenia brevis,HABW140512-809,Turtle Beach,81943271,2016-09-13T19:54:13.000Z
-82.471219999999661,27.123320000128626,20331,2014-05-12T00:00:00.000Z,27.12332,-82.47122,0.5,0,Karenia brevis,HABW140512-810,Nokomis Beach,81943272,2016-09-13T19:54:13.000Z
-82.46089000035802,27.100340000213112,20332,2014-05-12T00:00:00.000Z,27.10034,-82.46089,0.5,0,Karenia brevis,HABW140512-811,Venice Beach,81943273,2016-09-13T19:54:13.000Z
-82.452859999559152,27.078270000276238,20333,2014-05-12T00:00:00.000Z,27.07827,-82.45286,0.5,0,Karenia brevis,HABW140512-812,Service Club Park,81943274,2016-09-13T19:54:13.000Z
-82.45089999957672,27.073499999710357,20334,2014-05-12T00:00:00.000Z,27.0735,-82.4509,0.5,0,Karenia brevis,HABW140512-813,Venice Fishing Pier,81943275,2016-09-13T19:54:13.000Z
-82.44799999978602,27.06631,20335,2014-05-12T00:00:00.000Z,27.06631,-82.448,0.5,0,Karenia brevis,HABW140512-814,Brohard Beach,81943276,2016-09-13T19:54:13.000Z
-82.443600000320444,27.057030000333153,20336,2014-05-12T00:00:00.000Z,27.05703,-82.4436,0.5,0,Karenia brevis,HABW140512-815,Caspersen Beach,81943277,2016-09-13T19:54:13.000Z
-82.413120000135194,27.010309999828024,20337,2014-05-12T00:00:00.000Z,27.01031,-82.41312,0.5,0,Karenia brevis,HABW140512-816,Manasota Beach,81943278,2016-09-13T19:54:13.000Z
-82.385650000243814,26.963240000169577,20338,2014-05-12T00:00:00.000Z,26.96324,-82.38565,0.5,0,Karenia brevis,HABW140512-817,Blind Pass Beach,81943279,2016-09-13T19:54:13.000Z
-82.383399999833159,26.954299999948812,20339,2014-05-12T00:00:00.000Z,26.9543,-82.3834,0.5,0,Karenia brevis,HABW140512-818,"Blind Pass Beach; S of",87566483,2016-09-13T19:54:13.000Z
-82.411600000368807,27.000999999636701,20340,2014-05-12T00:00:00.000Z,27.001,-82.4116,0.5,0,Karenia brevis,HABW140512-819,"Manasota Beach; S of",87566484,2016-09-13T19:54:13.000Z
-82.441699999714132,27.048400000354803,20341,2014-05-12T00:00:00.000Z,27.0484,-82.4417,0.5,0,Karenia brevis,HABW140512-820,"Caspersen Beach; W of",87566485,2016-09-13T19:54:13.000Z
-82.463699999737045,27.098099999983816,20342,2014-05-12T00:00:00.000Z,27.0981,-82.4637,0.5,0,Karenia brevis,HABW140512-821,"Venice Beach; W of",87566486,2016-09-13T19:54:13.000Z
-82.473099999616139,27.111799999847598,20343,2014-05-12T00:00:00.000Z,27.1118,-82.4731,0.5,0,Karenia brevis,HABW140512-822,"Venice Inlet; W of",87566487,2016-09-13T19:54:13.000Z
-82.476000000305149,27.127500000176969,20344,2014-05-12T00:00:00.000Z,27.1275,-82.476,0.5,0,Karenia brevis,HABW140512-823,"Nokomis Beach; W of",87566488,2016-09-13T19:54:13.000Z
-82.494099999556326,27.164099999634331,20345,2014-05-12T00:00:00.000Z,27.1641,-82.4941,0.5,0,Karenia brevis,HABW140512-824,"Casey Key; W of",87566489,2016-09-13T19:54:13.000Z
-82.511599999656198,27.200700000143449,20346,2014-05-12T00:00:00.000Z,27.2007,-82.5116,0.5,0,Karenia brevis,HABW140512-825,"Midnight Pass; S of",87566490,2016-09-13T19:54:13.000Z
-82.532599999596385,27.237099999601469,20347,2014-05-12T00:00:00.000Z,27.2371,-82.5326,0.5,0,Karenia brevis,HABW140512-826,"Point O'Rocks; S of",87566491,2016-09-13T19:54:13.000Z
-82.564400000429785,27.265300000331756,20348,2014-05-12T00:00:00.000Z,27.2653,-82.5644,0.5,0,Karenia brevis,HABW140512-827,"Siesta Key Beach; W of",87566492,2016-09-13T19:54:13.000Z
-82.573000000242743,27.276099999821067,20349,2014-05-12T00:00:00.000Z,27.2761,-82.573,0.5,0,Karenia brevis,HABW140512-828,"Sarasota Point; W of",87566493,2016-09-13T19:54:13.000Z
-82.572499999752225,27.293399999622661,20350,2014-05-12T00:00:00.000Z,27.2934,-82.5725,0.5,0,Karenia brevis,HABW140512-829,Big Sarasota Pass,87566494,2016-09-13T19:54:13.000Z
-82.580599999972975,27.31009999973476,20351,2014-05-12T00:00:00.000Z,27.3101,-82.5806,0.5,0,Karenia brevis,HABW140512-830,"Lido Key; W of",87566495,2016-09-13T19:54:13.000Z
-82.591300000408779,27.3213999999195,20352,2014-05-12T00:00:00.000Z,27.3214,-82.5913,0.5,0,Karenia brevis,HABW140512-831,"New Pass; SW of (Lido Key)",87566496,2016-09-13T19:54:13.000Z
-82.600700000287887,27.334599999912445,20353,2014-05-12T00:00:00.000Z,27.3346,-82.6007,0.5,0,Karenia brevis,HABW140512-832,"New Pass; NW of (Longboat Key)",87566497,2016-09-13T19:54:13.000Z
-82.623399999919513,27.357099999752169,20354,2014-05-12T00:00:00.000Z,27.3571,-82.6234,0.5,0,Karenia brevis,HABW140512-833,"Cranes Bayou; 1.2 mi S of (Longboat Key)",87566498,2016-09-13T19:54:13.000Z
-82.641900000102083,27.38170000025314,20355,2014-05-12T00:00:00.000Z,27.3817,-82.6419,0.5,0,Karenia brevis,HABW140512-834,"Buttonwood Harbor; W of (Longboat Key)",87566499,2016-09-13T19:54:13.000Z
-81.727800000408706,25.973300000129662,20356,2014-05-12T00:00:00.000Z,25.9733,-81.7278,0.5,0,Karenia brevis,HABW140513-001,"Big Marco Pass; Snook Inn",81943206,2016-09-13T19:54:13.000Z
-81.716990000368057,25.909520000349037,20357,2014-05-12T00:00:00.000Z,25.90952,-81.71699,0.5,0,Karenia brevis,HABW140513-002,Caxambas Park,81943207,2016-09-13T19:54:13.000Z
-81.649600000229341,25.93339999981638,20358,2014-05-12T00:00:00.000Z,25.9334,-81.6496,0.5,0,Karenia brevis,HABW140513-003,Goodland Bridge,81943208,2016-09-13T19:54:13.000Z
-81.702899999696811,25.980400000026606,20359,2014-05-12T00:00:00.000Z,25.9804,-81.7029,0.5,0,Karenia brevis,HABW140513-004,"Big Marco Pass; 951 launch ramp",81943209,2016-09-13T19:54:13.000Z
-81.823770000126345,26.253749999764093,20360,2014-05-12T00:00:00.000Z,26.25375,-81.82377,0.5,0,Karenia brevis,HABW140513-005,Vanderbilt Beach,81943210,2016-09-13T19:54:13.000Z
-81.816900000142056,26.207299999791935,20361,2014-05-12T00:00:00.000Z,26.2073,-81.8169,0.5,0,Karenia brevis,HABW140513-006,Seagate,81943211,2016-09-13T19:54:13.000Z
-81.806300000163716,26.131630000021296,20362,2014-05-12T00:00:00.000Z,26.13163,-81.8063,0.5,0,Karenia brevis,HABW140513-007,Naples Pier,81943212,2016-09-13T19:54:13.000Z
-81.72804999975564,25.911650000391386,20363,2014-05-12T00:00:00.000Z,25.91165,-81.72805,0.5,0,Karenia brevis,HABW140513-008,S. Marco Beach,81943213,2016-09-13T19:54:13.000Z
-81.792780000303182,26.121409999903737,20364,2014-05-12T00:00:00.000Z,26.12141,-81.79278,1.5,0,Karenia brevis,HABW140513-009,Naples Bay,81943214,2016-09-13T19:54:13.000Z
-80.612979999745363,28.350340000287204,20365,2014-05-12T00:00:00.000Z,28.35034,-80.61298,1.1,0,Karenia brevis,HABW140513-010,Diamond Bay (Banana River),81943215,2016-09-13T19:54:13.000Z
-80.63499999985973,28.150500000146124,20366,2014-05-12T00:00:00.000Z,28.1505,-80.635,0.5,0,Karenia brevis,HABW140513-011,"Tropic; SW of (Indian River)",81943216,2016-09-13T19:54:13.000Z
-81.263100000153884,29.668219999621943,20367,2014-05-12T00:00:00.000Z,29.66822,-81.2631,0.5,0,Karenia brevis,HABW140513-014,Faver-Dykes (Pellicer Creek),81943219,2016-09-13T19:54:13.000Z
-81.244700000428736,29.742700000121467,20368,2014-05-12T00:00:00.000Z,29.7427,-81.2447,0.3,0,Karenia brevis,HABW140513-015,"Mantanzas State Forest; NE of (Mantanzas Bay)",81943220,2016-09-13T19:54:13.000Z
-81.307700000249298,29.869400000389177,20369,2014-05-12T00:00:00.000Z,29.8694,-81.3077,0.3,0,Karenia brevis,HABW140513-016,San Sebastian (Mantanzas River),81943221,2016-09-13T19:54:13.000Z
-81.366899999755546,30.051599999737455,20370,2014-05-12T00:00:00.000Z,30.0516,-81.3669,0.3,0,Karenia brevis,HABW140513-017,"Pine Island; S of (Tolomato River)",81943222,2016-09-13T19:54:13.000Z
-83.265499999574899,29.408830000032971,20371,2014-05-12T00:00:00.000Z,29.40883,-83.2655,0.5,0,Karenia brevis,HABW140514-009,"Cotton Island; 1.5 mi SE of (Horseshoe Cove)",81943238,2016-09-13T19:54:13.000Z
-86.175939999715283,30.403749999643903,20372,2014-05-12T00:00:00.000Z,30.40375,-86.17594,0.5,0,Karenia brevis,HABW140515-018,"Alligator Point; SE of; Choctawhatchee Bay",81943260,2016-09-13T19:54:13.000Z
-86.487305999981729,30.427583000166383,20373,2014-05-12T00:00:00.000Z,30.427583,-86.487306,0.5,0,Karenia brevis,HABW140515-019,"Piney Point; 1.2 mi N of  (Choctawatchee Bay)",81943261,2016-09-13T19:54:13.000Z
-86.514778000421245,30.394249999957484,20374,2014-05-12T00:00:00.000Z,30.39425,-86.514778,0.5,0,Karenia brevis,HABW140515-020,"Destin Harbor; mouth of (Choctawatchee Bay)",81943262,2016-09-13T19:54:13.000Z
-82.577900000198824,27.331599999851324,20375,2014-05-09T00:00:00.000Z,27.3316,-82.5779,0.5,0,Karenia brevis,HABW140509-801,Bay Dock (Sarasota Bay),81943225,2016-09-13T19:54:13.000Z
-82.579379999782248,27.333750000038343,20376,2014-05-09T00:00:00.000Z,27.33375,-82.57938,0.5,500,Karenia brevis,HABW140509-802,New Pass Dock (Sarasota Bay),81943226,2016-09-13T19:54:13.000Z
-82.102830000119425,26.472917000021567,20377,2014-05-09T00:00:00.000Z,26.472917,-82.10283,7.0104,0,Karenia brevis,HABW140513-018,"York Island; S of (San Carlos Bay)",81943223,2016-09-13T19:54:13.000Z
-82.064580000324625,26.448430000274744,20378,2014-05-09T00:00:00.000Z,26.44843,-82.06458,2,0,Karenia brevis,HABW140513-019,Tarpon Bay,81943224,2016-09-13T19:54:13.000Z
-82.061620000259481,26.5862200001473,20379,2014-05-08T00:00:00.000Z,26.58622,-82.06162,0.5,0,Karenia brevis,HABW140509-001,"McCardle Island; S of (Matlacha Pass)",81943121,2016-09-13T19:54:13.000Z
-82.047579999816961,26.496339999692797,20380,2014-05-08T00:00:00.000Z,26.49634,-82.04758,0.5,0,Karenia brevis,HABW140509-002,"Merwin Key; W of; San Carlos Bay",81943122,2016-09-13T19:54:13.000Z
-82.107330000042438,26.488669999997061,20381,2014-05-08T00:00:00.000Z,26.48867,-82.10733,0.5,0,Karenia brevis,HABW140509-003,"York Island; W of (Pine Island Sound)",81943123,2016-09-13T19:54:13.000Z
-82.135559999817019,26.574270000358958,20382,2014-05-08T00:00:00.000Z,26.57427,-82.13556,0.5,1000,Karenia brevis,HABW140509-004,"Cork Island; W of (Pine Island Sound)",81943124,2016-09-13T19:54:13.000Z
-82.184629999698203,26.599250000096877,20383,2014-05-08T00:00:00.000Z,26.59925,-82.18463,0.5,1000,Karenia brevis,HABW140509-005,"Captiva Rocks; SW of (Pine Island Sound)",81943125,2016-09-13T19:54:13.000Z
-82.18300000032697,26.702199999894333,20384,2014-05-08T00:00:00.000Z,26.7022,-82.183,0.5,0,Karenia brevis,HABW140509-006,"Little Bokeelia Island; N of (Pine Island Sound)",81943126,2016-09-13T19:54:13.000Z
-82.116610000270953,26.700070000351289,20385,2014-05-08T00:00:00.000Z,26.70007,-82.11661,0.5,0,Karenia brevis,HABW140509-007,"Jug Creek Point; E of (Matlacha Pass)",81943127,2016-09-13T19:54:13.000Z
-80.745559999840822,28.745080000316278,20386,2014-05-08T00:00:00.000Z,28.74508,-80.74556,0.5,0,Karenia brevis,HABW140509-008,"Allenhurst; E of",81943128,2016-09-13T19:54:13.000Z
-82.849500000203747,29.121499999973992,20387,2014-05-08T00:00:00.000Z,29.1215,-82.8495,0.5,0,Karenia brevis,HABW140509-013,"Ramsey Point; 2.9 mi W of (Waccasassa Bay)",81943133,2016-09-13T19:54:13.000Z
-81.464850000445452,30.391021999817742,20388,2014-05-08T00:00:00.000Z,30.391022,-81.46485,0.3,0,Karenia brevis,HABW140509-014,St. Johns Inland,81943134,2016-09-13T19:54:13.000Z
-81.322600000134116,30.022600000076007,20389,2014-05-08T00:00:00.000Z,30.0226,-81.3226,0.3,0,Karenia brevis,HABW140509-015,St. Johns Inlet,81943135,2016-09-13T19:54:13.000Z
-81.420099999663918,30.420400000338827,20390,2014-05-08T00:00:00.000Z,30.4204,-81.4201,0.3,0,Karenia brevis,HABW140509-016,Ft. George Inlet,81943136,2016-09-13T19:54:13.000Z
-81.43899999987957,30.44110000005622,20391,2014-05-08T00:00:00.000Z,30.4411,-81.439,0.3,0,Karenia brevis,HABW140509-017,Ft. George Inland,81943137,2016-09-13T19:54:13.000Z
-81.457599999621266,30.51339999994628,20392,2014-05-08T00:00:00.000Z,30.5134,-81.4576,0.3,0,Karenia brevis,HABW140509-018,Nassau Inlet,81943138,2016-09-13T19:54:13.000Z
-81.426900000226311,30.701199999998458,20393,2014-05-08T00:00:00.000Z,30.7012,-81.4269,0.3,0,Karenia brevis,HABW140509-019,Fort Clinch Pier (St. Mary's Inlet),81943139,2016-09-13T19:54:13.000Z
-81.344440000323445,30.116879999720329,20394,2014-05-08T00:00:00.000Z,30.11688,-81.34444,0.5,0,Karenia brevis,HABW140509-020,North Ponte Vedra,81943140,2016-09-13T19:54:13.000Z
-81.32263000027136,30.022620000079367,20395,2014-05-08T00:00:00.000Z,30.02262,-81.32263,0.5,0,Karenia brevis,HABW140509-021,South Ponte Vedra,81943141,2016-09-13T19:54:13.000Z
-81.298969999841674,29.937799999816825,20396,2014-05-08T00:00:00.000Z,29.9378,-81.29897,0.5,0,Karenia brevis,HABW140509-022,Vilano Beach,81943142,2016-09-13T19:54:13.000Z
-81.264730000423441,29.851380000019603,20397,2014-05-08T00:00:00.000Z,29.85138,-81.26473,0.5,0,Karenia brevis,HABW140509-023,St. Augustine Beach,81943143,2016-09-13T19:54:13.000Z
-81.250999999602314,29.768699999793995,20398,2014-05-08T00:00:00.000Z,29.7687,-81.251,0.5,0,Karenia brevis,HABW140509-024,Crescent Beach,81943144,2016-09-13T19:54:13.000Z
-81.210730000448919,29.666280000021789,20399,2014-05-08T00:00:00.000Z,29.66628,-81.21073,0.5,0,Karenia brevis,HABW140509-025,Marineland Beach,81943145,2016-09-13T19:54:13.000Z
-81.05651000018068,24.730566999976912,20400,2014-05-08T00:00:00.000Z,24.730567,-81.05651,0.5,0,Karenia brevis,HABW140509-026,Yellowtail Canal,81943146,2016-09-13T19:54:13.000Z
-81.055979999552932,24.72634999973139,20401,2014-05-08T00:00:00.000Z,24.72635,-81.05598,0.5,0,Karenia brevis,HABW140509-027,Yellowtail Bridge,81943147,2016-09-13T19:54:13.000Z
-81.055679999977272,24.72813299997982,20402,2014-05-08T00:00:00.000Z,24.728133,-81.05568,0.5,0,Karenia brevis,HABW140509-028,Grouper Canal,81943148,2016-09-13T19:54:13.000Z
-81.055809999673613,24.731082999739851,20403,2014-05-08T00:00:00.000Z,24.731083,-81.05581,0.5,0,Karenia brevis,HABW140509-029,"Grouper Canal; N of",81943149,2016-09-13T19:54:13.000Z
-84.963000000279351,29.621830000184598,20404,2014-05-08T00:00:00.000Z,29.62183,-84.963,0.5,0,Karenia brevis,HABW140512-001,Sikes Cut (Apalachicola Bay),81943194,2016-09-13T19:54:13.000Z
-85.093869999739326,29.630520000287301,20405,2014-05-08T00:00:00.000Z,29.63052,-85.09387,0.5,0,Karenia brevis,HABW140512-002,West Pass (Apalachicola Bay),81943195,2016-09-13T19:54:13.000Z
-84.347389999625804,30.061579999623437,20406,2014-05-08T00:00:00.000Z,30.06158,-84.34739,0.5,0,Karenia brevis,HABW140512-003,"Piney Island; N of (Oyster Bay)",81943196,2016-09-13T19:54:13.000Z
-84.294720000345194,30.039080000300181,20407,2014-05-08T00:00:00.000Z,30.03908,-84.29472,0.5,0,Karenia brevis,HABW140512-004,"Shell Point; 1.3 mi S of (Apalachee Bay)",81943197,2016-09-13T19:54:13.000Z
-82.764999999952508,28.595000000347635,20408,2014-05-08T00:00:00.000Z,28.595,-82.765,0.5,0,Karenia brevis,HABW140513-012,"Lemon Grove Island; 6 miles W of",81943217,2016-09-13T19:54:13.000Z
-82.928329999671647,28.586670000274498,20409,2014-05-08T00:00:00.000Z,28.58667,-82.92833,0.5,0,Karenia brevis,HABW140513-013,"Eagle Nest Island; 16.5 mi W of",81943218,2016-09-13T19:54:13.000Z
-82.577900000198824,27.331599999851324,20410,2014-05-07T00:00:00.000Z,27.3316,-82.5779,0.5,0,Karenia brevis,HABW140507-801,Bay Dock (Sarasota Bay),81943060,2016-09-13T19:54:13.000Z
-82.579379999782248,27.333750000038343,20411,2014-05-07T00:00:00.000Z,27.33375,-82.57938,0.5,0,Karenia brevis,HABW140507-802,New Pass Dock (Sarasota Bay),81943061,2016-09-13T19:54:13.000Z
-81.641459999825614,25.890412000138308,20412,2014-05-07T00:00:00.000Z,25.890412,-81.64146,0.5,0,Karenia brevis,HABW140508-001,"Coon Key; W of",81943006,2016-09-13T19:54:13.000Z
-81.61236999971041,25.897659999705304,20413,2014-05-07T00:00:00.000Z,25.89766,-81.61237,0.5,0,Karenia brevis,HABW140508-002,"Shell Island; Gullivan Bay",81943007,2016-09-13T19:54:13.000Z
-82.667329999645105,28.898169999979427,20414,2014-05-07T00:00:00.000Z,28.89817,-82.66733,0.5,0,Karenia brevis,HABW140508-003,"Camp Island; W of (Crystal Bay)",81943008,2016-09-13T19:54:13.000Z
-82.193879999789516,26.526359999646576,20415,2014-05-07T00:00:00.000Z,26.52636,-82.19388,0.5,0,Karenia brevis,HABW140508-004,S. Seas Plantation Entrance,81943009,2016-09-13T19:54:13.000Z
-82.080120000442051,26.423089999622597,20416,2014-05-07T00:00:00.000Z,26.42309,-82.08012,0.5,0,Karenia brevis,HABW140508-005,Tarpon Road Beach,81943010,2016-09-13T19:54:13.000Z
-82.015430000077501,26.451570000347985,20417,2014-05-07T00:00:00.000Z,26.45157,-82.01543,0.5,0,Karenia brevis,HABW140508-006,Lighthouse Beach,81943011,2016-09-13T19:54:13.000Z
-81.95776000038336,26.453980000306156,20418,2014-05-07T00:00:00.000Z,26.45398,-81.95776,0.5,0,Karenia brevis,HABW140508-007,Lynn Hall Park,81943012,2016-09-13T19:54:13.000Z
-81.87901000038309,26.390489999906073,20419,2014-05-07T00:00:00.000Z,26.39049,-81.87901,0.5,0,Karenia brevis,HABW140508-008,Lovers Key State Park,81943013,2016-09-13T19:54:13.000Z
-81.845740000012015,26.33105000008424,20420,2014-05-07T00:00:00.000Z,26.33105,-81.84574,0.5,0,Karenia brevis,HABW140508-009,Bonita Beach Park,81943014,2016-09-13T19:54:13.000Z
-82.36189000025503,26.924669999677821,20421,2014-05-07T00:00:00.000Z,26.92467,-82.36189,0.5,0,Karenia brevis,HABW140508-010,Englewood Beach,81943015,2016-09-13T19:54:13.000Z
-82.274149999556158,26.805620000284438,20422,2014-05-07T00:00:00.000Z,26.80562,-82.27415,0.5,0,Karenia brevis,HABW140508-011,"Gasparilla Island; NE tip (Gasparilla Sound)",81943016,2016-09-13T19:54:13.000Z
-80.630000000344523,28.186900000307912,20423,2014-05-07T00:00:00.000Z,28.1869,-80.63,1.7,0,Karenia brevis,HABW140508-015,"Pineda Causeway; SE of (Indian River)",81943020,2016-09-13T19:54:13.000Z
